Probe	GSM4037515	GSM4037533	GSM4037516	GSM4037534	GSM4037517	GSM4037535	GSM4037518	GSM4037536	GSM4037519	GSM4037537	GSM4037520	GSM4037538
ENSMUSG00000025902	1.04286851010265	1.83211728126692	1.11749220480717	1.21554860397918	1.71462923595972	1.48726374469641	0.767349259956079	1.68767151754997	1.30785044625101	1.1813335282283	2.57148255445517	1.43024802253755
ENSMUSG00000033845	5.71414254984063	5.76821683449644	5.47810833202813	5.50471588495965	5.67293718637312	5.51204795540244	5.61329410534014	5.62877569663722	5.66126086052245	5.69263466693012	5.73250092437153	5.77298365429592
ENSMUSG00000025903	6.24553228961986	6.10778194441871	6.09380549178644	6.35079442057243	6.39504206644218	6.33918299140253	6.14577201202073	6.23384507458154	6.1615111526925	6.26425335647531	6.51149765525335	6.32782694794237
ENSMUSG00000033813	5.19468364362303	5.14848789425086	4.98769787044428	5.08548973322398	5.34638576712891	5.10719686586792	5.15729200732748	5.35385489937865	5.1706207419558	5.2533272282168	5.09078936461156	5.07194406858908
ENSMUSG00000033793	5.63225968576902	5.23718349078742	5.57232828547139	5.3676369117899	5.5116596419338	5.46746289679376	5.34866627202011	5.53959050380863	5.40427276467207	5.69725729416333	5.22341064889439	5.45524006010825
ENSMUSG00000025907	5.9072711665655	6.05914669680686	5.88107952253403	6.06356066191989	5.94558751358377	5.90856788552735	5.77879157386074	5.69803374867133	5.93426342112616	5.72460089363572	6.08958131661836	6.04156465153084
ENSMUSG00000090031	0.121939840742908	0.596492989737539	1.2752368163642	0.678970949896614	1.35868717261857	0.227167532941474	1.31946244088972	0.731536130547935	1.50223186930615	0.459558155465363	-1.29319334404348	1.03223828224953
ENSMUSG00000051285	7.1414721322543	7.06782548430838	6.77290840721823	6.92617090329795	7.0042236304612	6.89558504565183	6.57983599295137	6.80020222321894	6.94981795866248	6.83765157592707	7.03690011847721	6.98542738391251
ENSMUSG00000103509	1.69370377194304	2.08126241700658	2.293883443619	2.05753802284076	1.84627634284707	2.04479345184415	3.06057865862472	1.77525261252944	3.30636429460745	2.69398242878253	1.52630357023036	2.62696237725842
ENSMUSG00000048538	1.81553652007749	1.51897309367272	1.6491798712478	1.94179820616537	1.45747525936576	1.69742290541181	1.66835616259592	1.85547420640493	2.15634507713467	1.62744923084948	2.02346969801245	2.00225142710098
